lat,lng,temp,humidity,wind_speed,cloud_cover,city_list,country,date
51.03,-4.22,59.88,78,1.99,36,northam,GB,1588875359
2.78,45.5,80.51,80,7.7,97,jawhar,SO,1588875359
45.5,-0.25,75.36,47,3.36,97,cognac,FR,1588875359
51.32,42.77,61.5,79,5.01,100,kamenka,RU,1588875359
-13.2,49.05,74.64,83,3.44,10,ambilobe,MG,1588875359
42.49,-83.11,62.44,33,20.8,75,madison heights,US,1588875360
48.47,44.78,59.0,93,6.71,90,svetlyy yar,RU,1588875360
60.14,-45.24,41.16,78,0.72,66,nanortalik,GL,1588875360
-13.88,167.55,78.46,80,4.99,79,sola,VU,1588875361
4.93,-52.33,78.8,94,8.05,88,cayenne,GF,1588875361
42.94,126.06,55.13,56,4.23,77,panshi,CN,1588875361
-2.92,-39.92,84.72,72,11.59,39,itarema,BR,1588875361
-26.37,-70.05,83.93,17,9.01,0,diego de almagro,CL,1588875361
53.97,121.97,35.22,76,3.74,22,yerofey pavlovich,RU,1588875362
-32.5,137.77,48.96,87,5.82,0,port augusta,AU,1588875362
36.62,-121.92,60.91,67,6.93,1,pacific grove,US,1588875362
17.33,42.67,89.6,70,11.41,1,jizan,SA,1588875363
68.82,-51.19,30.2,68,12.75,20,qasigiannguit,GL,1588875363
38.44,57.43,76.53,34,8.39,35,baherden,TM,1588875363
-13.54,23.1,65.71,57,5.84,58,zambezi,ZM,1588875363
25.38,81.15,88.43,22,6.51,0,rajapur,IN,1588875364
51.02,45.7,57.99,95,3.0,100,krasnoarmeysk,RU,1588875364
-28.19,23.54,59.34,29,6.31,0,danielskuil,ZA,1588875364
-4.88,-66.9,82.17,83,5.06,100,carauari,BR,1588875364
-2.53,112.95,76.91,98,1.99,97,sampit,ID,1588875365
70.86,29.09,39.2,86,11.41,75,berlevag,NO,1588875365
-21.05,31.67,64.38,69,2.19,42,chiredzi,ZW,1588875365
-46.28,169.85,52.0,69,7.0,73,kaitangata,NZ,1588875365
-25.3,152.85,60.94,93,8.05,31,hervey bay,AU,1588875365
53.13,132.9,42.03,77,6.71,100,tokur,RU,1588875124
5.26,120.08,80.58,80,2.66,1,languyan,PH,1588875366
45.52,-122.68,59.81,50,3.36,1,portland,US,1588875160
-3.14,142.35,78.55,88,4.25,66,aitape,PG,1588875367
-41.41,175.52,56.01,76,11.41,2,waipawa,NZ,1588875367
41.74,-111.83,51.19,22,9.17,1,logan,US,1588875129
-8.14,159.59,80.22,78,1.05,41,buala,SB,1588875367
11.66,-70.22,86.68,64,27.18,67,punta cardon,VE,1588875368
-30.18,-50.21,63.32,70,12.55,60,cidreira,BR,1588875368
38.5,102.17,46.31,62,3.31,99,jinchang,CN,1588875368
-17.73,-149.15,80.47,65,5.82,20,tautira,PF,1588875368
-17.58,48.22,64.67,96,2.51,79,amparafaravola,MG,1588875369
40.43,71.72,69.8,43,6.93,100,komsomolskiy,UZ,1588875369
22.92,89.21,82.22,75,7.83,24,keshabpur,BD,1588875369
41.19,61.4,78.66,44,5.84,82,gazojak,TM,1588875369
69.7,170.31,22.66,88,7.36,14,pevek,RU,1588875125
-21.34,55.48,71.94,78,5.82,90,saint-pierre,RE,1588875370
-3.75,-73.25,80.6,88,9.17,75,iquitos,PE,1588875370
17.42,121.44,77.04,82,2.01,34,tabuk,PH,1588875370
46.54,138.33,47.34,54,6.73,27,svetlaya,RU,1588875124
38.42,77.24,58.6,54,10.69,23,shache,CN,1588875363
40.73,124.78,54.09,58,2.37,100,kuandian,CN,1588875371
46.42,3.91,69.8,49,6.93,96,saint-francois,FR,1588875371
13.2,-16.73,78.8,69,17.22,0,gunjur,GM,1588875372
-14.27,50.17,77.14,85,7.87,3,sambava,MG,1588875372
29.7,107.39,73.02,88,1.63,15,fuling,CN,1588875372
51.59,-3.0,66.06,63,9.17,21,newport,GB,1588875372
38.89,-76.51,62.56,38,8.05,1,mayo,US,1588875373
7.7,18.63,74.89,84,6.2,90,kabo,CF,1588875373
36.39,120.46,62.22,52,15.66,99,jimo,CN,1588875373
54.52,-128.6,51.8,57,4.7,75,terrace,CA,1588875373
47.67,-52.73,47.98,61,8.05,75,torbay,CA,1588875374
2.79,24.73,72.14,92,1.28,94,buta,CD,1588875374
31.76,13.99,70.99,57,19.3,0,bani walid,LY,1588875374
8.45,98.53,77.0,94,4.7,40,phangnga,TH,1588875374
50.68,156.12,33.64,91,10.38,100,severo-kurilsk,RU,1588875375
5.35,48.53,85.3,71,11.56,48,hobyo,SO,1588875375
65.58,22.15,42.8,38,10.29,100,lulea,SE,1588875375
60.75,-137.51,45.09,59,5.03,91,haines junction,CA,1588875375
-33.87,151.21,60.6,67,10.29,0,sidney,AU,1588875352
48.8,44.47,59.0,93,6.71,90,gorodishche,RU,1588875376
14.68,77.6,90.64,39,4.59,74,anantapur,IN,1588875376
48.44,1.46,66.6,42,5.82,100,luce,FR,1588875377
46.09,3.45,69.06,49,8.05,98,hauterive,FR,1588875377
27.73,-82.74,72.88,40,12.75,1,saint pete beach,US,1588875377
-9.17,-60.63,84.54,65,3.87,95,aripuana,BR,1588875378
7.93,1.98,88.77,57,8.41,62,savalou,BJ,1588875378
-10.62,150.67,78.98,79,16.82,50,samarai,PG,1588875378
-22.67,167.48,70.88,79,32.57,100,vao,NC,1588875378
45.02,-93.22,56.01,24,10.29,1,saint anthony,US,1588875379
66.42,112.4,14.0,72,11.18,92,udachnyy,RU,1588875379
30.33,10.85,89.91,11,6.29,2,nalut,LY,1588875379
-13.33,-71.95,60.8,48,3.36,75,calca,PE,1588875379
18.23,-72.53,91.4,49,4.7,75,jacmel,HT,1588875380
-21.17,27.51,64.4,59,5.82,0,francistown,BW,1588875380
-12.74,-60.15,71.6,73,10.29,40,vilhena,BR,1588875380
6.88,73.1,82.72,78,1.68,100,dhidhdhoo,MV,1588875380
42.95,72.76,57.54,62,4.74,3,lugovoy,KZ,1588875381
58.7,81.48,45.66,65,5.01,63,parabel,RU,1588875381
42.8,93.45,56.17,30,9.37,0,hami,CN,1588875381
65.58,-171.0,23.58,96,2.55,60,lavrentiya,RU,1588875381
6.3,-70.2,85.44,71,8.9,82,cravo norte,CO,1588875382
66.32,-179.17,21.0,85,0.92,0,egvekinot,RU,1588875382
18.81,-71.23,77.41,70,18.34,40,san juan de la maguana,DO,1588875382
31.45,12.98,82.13,27,16.46,4,mizdah,LY,1588875382
17.49,44.13,86.0,33,4.7,40,najran,SA,1588875383
63.37,47.92,55.4,89,9.89,99,blagoyevo,RU,1588875383
58.52,-117.14,59.0,41,11.41,90,high level,CA,1588875383
9.03,-79.5,88.65,74,8.05,40,san miguelito,PA,1588875383
60.47,166.1,27.95,99,7.65,100,tilichiki,RU,1588875384
39.64,141.95,43.75,71,5.03,0,miyako,JP,1588875384
53.72,46.07,56.68,94,9.51,100,nikolsk,RU,1588875384
33.73,135.98,53.46,79,5.39,13,shingu,JP,1588875385
-10.45,161.92,78.64,83,5.68,89,kirakira,SB,1588875385
44.65,-63.57,39.56,72,3.0,100,halifax,CA,1588875180
-20.32,118.57,69.8,73,1.12,11,port hedland,AU,1588875305
50.68,36.55,55.4,50,2.24,61,severnyy,RU,1588875385
-3.67,152.43,79.32,77,4.72,0,namatanai,PG,1588875386
2.92,73.57,84.74,75,12.53,2,muli,MV,1588875386
9.36,17.37,91.44,40,3.36,45,goundi,TD,1588875386
-8.93,125.41,56.93,100,3.65,11,airai,TL,1588875386
12.15,-68.27,86.0,70,21.92,75,kralendijk,BQ,1588875387
36.43,-99.39,70.59,43,24.16,90,woodward,US,1588875387
49.42,130.08,55.26,48,8.03,99,arkhara,RU,1588875387
51.38,1.39,62.4,42,10.29,71,margate,GB,1588875264
14.9,-24.5,75.83,72,16.55,9,sao filipe,CV,1588875388
-17.64,-71.34,69.89,71,5.61,94,ilo,PE,1588875388
52.0,127.7,45.3,86,7.38,100,shimanovsk,RU,1588875388
-8.75,-67.4,73.58,93,4.12,100,boca do acre,BR,1588875389
4.41,114.01,80.31,100,2.24,75,miri,MY,1588875389
-28.65,153.62,57.18,100,4.54,47,byron bay,AU,1588875389
-8.01,-34.86,86.0,66,9.17,40,olinda,BR,1588875390
37.79,38.62,64.4,63,6.93,75,kahta,TR,1588875390
62.86,51.89,55.72,91,9.93,92,sindor,RU,1588875390
-29.68,-53.81,62.6,55,5.82,40,santa maria,BR,1588875390
63.93,-21.0,43.0,83,15.99,15,selfoss,IS,1588875391
20.01,110.35,82.4,78,6.71,30,qiongshan,CN,1588875391
52.63,-1.7,68.92,43,5.82,19,tamworth,GB,1588875391
68.61,31.8,42.8,52,11.18,75,verkhnetulomskiy,RU,1588875392
70.02,135.6,16.07,95,7.54,93,ust-kuyga,RU,1588875392
18.39,42.45,70.7,77,5.82,40,faya,SA,1588875392
36.8,25.82,59.02,70,4.0,88,kamarion,GR,1588875392
-20.01,57.66,75.0,91,3.0,15,grand gaube,MU,1588875393
60.55,-151.26,51.8,59,13.87,1,kenai,US,1588875393
-7.51,-63.02,82.62,70,5.77,100,humaita,BR,1588875393
7.77,-72.22,96.8,37,23.04,40,san cristobal,VE,1588875394
-0.95,100.35,78.93,83,12.73,100,padang,ID,1588875394
-32.03,-52.1,65.07,55,11.41,75,rio grande,BR,1588875242
46.95,24.05,52.56,53,10.29,77,taga,RO,1588875395
-6.13,12.37,80.19,87,6.31,67,soyo,AO,1588875395
12.07,-16.03,89.2,52,9.17,51,canchungo,GW,1588875395
54.77,-101.86,42.8,22,5.82,40,flin flon,CA,1588875302
58.81,-122.7,57.2,50,8.05,75,fort nelson,CA,1588875396
66.77,123.37,16.27,93,30.27,100,zhigansk,RU,1588875123
-31.63,-60.7,68.0,38,3.0,17,santa fe,AR,1588875396
54.08,-0.19,62.33,42,4.7,26,bridlington,GB,1588875396
66.15,-65.71,21.2,73,8.05,20,pangnirtung,CA,1588875397
48.55,-71.33,54.34,20,10.29,20,saint-ambroise,CA,1588875397
24.02,92.9,65.26,73,3.02,0,darlawn,IN,1588875397
59.78,30.82,46.33,49,15.66,98,otradnoye,RU,1588875397
-14.8,36.54,65.84,77,7.58,12,cuamba,MZ,1588875398
10.57,72.64,85.59,71,7.61,24,kavaratti,IN,1588875398
-4.08,-63.14,81.64,89,4.27,71,coari,BR,1588875275
51.23,-58.65,35.55,97,6.31,99,saint-augustin,CA,1588875399
-23.13,150.73,66.2,82,6.93,90,yeppoon,AU,1588875399
46.16,16.83,61.5,52,2.55,11,koprivnica,HR,1588875399
50.1,-91.92,33.8,43,17.22,75,sioux lookout,CA,1588875399
-2.67,141.3,79.63,83,2.62,88,vanimo,PG,1588875400
5.77,73.38,83.39,78,13.51,81,manadhoo,MV,1588875400
-21.64,-41.05,68.0,94,6.93,75,sao joao da barra,BR,1588875400
37.46,-122.43,69.42,46,7.83,5,half moon bay,US,1588875400
52.2,81.39,56.66,49,3.53,0,novichikha,RU,1588875401
40.16,-8.33,69.33,66,5.01,33,lata,PT,1588875401
-16.16,33.59,73.4,56,4.7,96,tete,MZ,1588875401
-2.57,150.8,82.36,75,8.46,9,kavieng,PG,1588875401
58.97,-3.3,50.72,66,1.12,0,stromness,GB,1588875402
-31.43,152.92,52.99,97,5.14,18,port macquarie,AU,1588875266
-9.2,25.85,74.26,69,3.0,11,bukama,CD,1588875402
60.15,15.19,52.86,27,8.05,77,ludvika,SE,1588875343
68.56,14.91,35.82,75,5.99,99,stokmarknes,NO,1588875402
20.9,70.37,81.37,87,10.45,0,veraval,IN,1588875403
54.83,99.13,38.16,82,7.92,81,shumskiy,RU,1588875403
66.08,76.63,33.87,92,14.34,100,novyy urengoy,RU,1588875403
63.44,-20.27,46.4,70,20.8,14,vestmannaeyjar,IS,1588875403
20.89,-156.47,71.19,69,8.05,40,kahului,US,1588875206
-7.95,110.28,77.58,91,4.9,100,bambanglipuro,ID,1588875404
54.37,56.18,60.4,44,2.24,63,karmaskaly,RU,1588875404
32.78,117.96,68.05,84,16.8,99,mingguang,CN,1588875404
14.92,-23.51,78.8,61,23.04,75,praya,CV,1588875304
-21.15,149.2,64.63,93,5.82,40,mackay,AU,1588875405
50.23,-63.6,41.0,56,14.99,90,havre-saint-pierre,CA,1588875405
-28.0,153.43,59.0,93,2.24,58,gold coast,AU,1588875405
9.18,7.18,82.4,65,4.7,20,suleja,NG,1588875406
27.92,96.17,72.9,51,4.59,0,tezu,IN,1588875406
10.93,108.1,79.63,84,2.33,21,phan thiet,VN,1588875406
-17.71,-39.25,85.86,60,6.82,38,caravelas,BR,1588875349
41.48,19.72,62.6,63,12.75,1,fushe-kruje,AL,1588875406
18.73,-103.68,86.0,48,6.91,40,coahuayana,MX,1588875407
25.57,91.63,73.4,94,3.36,75,mairang,IN,1588875407
39.48,62.91,74.84,54,14.74,55,seydi,TM,1588875407
15.25,-61.38,87.03,55,9.17,20,pointe michel,DM,1588875407
13.19,-59.64,86.0,62,23.04,40,holetown,BB,1588875408
64.86,-147.8,53.73,46,4.7,40,college,US,1588875135
4.38,-7.72,83.82,74,7.67,86,harper,LR,1588875408
-6.8,111.5,77.29,87,3.09,28,gambiran,ID,1588875408
19.91,99.83,83.5,83,4.7,18,chiang rai,TH,1588875307
45.18,0.72,75.4,53,4.7,100,perigueux,FR,1588875410
47.87,88.12,47.16,47,3.78,0,altay,CN,1588875410
60.47,25.09,50.7,40,11.41,20,jarvenpaa,FI,1588875410
22.6,-103.87,79.68,24,2.8,0,huejuquilla el alto,MX,1588875411
-38.55,-58.74,64.0,52,8.01,17,necochea,AR,1588875411
-37.07,144.22,46.0,87,5.14,0,castlemaine,AU,1588875411
46.57,25.98,50.25,64,3.27,78,lunca de jos,RO,1588875411
0.57,12.86,74.26,92,1.92,92,makokou,GA,1588875412
25.53,-103.25,85.73,30,4.7,5,matamoros,MX,1588875412
-22.45,18.97,69.8,28,2.24,0,gobabis,NA,1588875412
-45.58,-72.07,57.2,87,6.93,90,coihaique,CL,1588875233
67.86,20.23,32.0,92,11.41,0,kiruna,SE,1588875413
63.93,31.65,38.34,89,4.88,25,muyezerskiy,RU,1588875413
67.54,133.38,20.97,96,5.12,100,verkhoyansk,RU,1588875413
2.04,45.34,82.83,79,10.49,84,mogadishu,SO,1588875158
-19.28,30.53,55.24,84,9.42,0,mvuma,ZW,1588875414
39.36,-9.38,64.33,79,10.0,71,peniche,PT,1588875414
24.8,125.28,74.88,84,15.46,8,hirara,JP,1588875414
3.17,113.03,80.29,94,4.7,75,bintulu,MY,1588875414
61.47,-6.81,45.91,79,17.05,95,vagur,FO,1588875415
34.14,-116.05,86.86,8,6.53,1,twentynine palms,US,1588875415
-0.89,119.87,77.92,81,3.18,100,palu,ID,1588875415
34.69,135.8,52.59,35,2.75,92,nara,JP,1588875415
16.33,-15.0,107.6,15,2.24,0,saint-louis,SN,1588875416
56.37,98.35,39.99,93,10.8,79,shitkino,RU,1588875416
10.28,22.79,90.03,29,1.39,39,birao,CF,1588875416
38.42,-121.42,77.07,16,9.17,1,laguna,US,1588875416
-4.97,23.45,77.72,72,2.48,33,lusambo,CD,1588875416
8.12,-63.55,94.59,43,11.7,99,ciudad bolivar,VE,1588875417
14.05,124.17,80.08,82,5.28,65,pandan,PH,1588875417
52.72,47.62,57.27,93,3.47,100,staraya kulatka,RU,1588875417
20.5,-10.07,104.5,8,0.78,0,adrar,MR,1588875417
55.35,-118.79,46.4,93,11.41,90,sexsmith,CA,1588875418
31.5,34.47,66.07,69,11.07,0,gasa,PS,1588875158
33.26,115.36,67.89,95,4.59,98,jieshou,CN,1588875418
59.98,45.79,57.79,88,8.25,49,kichmengskiy gorodok,RU,1588875418
-22.4,46.12,64.0,56,5.23,1,ihosy,MG,1588875419
9.49,50.81,83.95,72,10.25,0,bandarbeyla,SO,1588875419
35.85,71.79,59.34,33,0.87,11,chitral,PK,1588875419
-15.97,-54.97,69.69,80,6.55,100,jaciara,BR,1588875419
56.17,107.45,39.85,93,1.9,100,magistralnyy,RU,1588875420
38.73,-27.07,68.0,72,11.9,40,praia da vitoria,PT,1588875420
69.49,88.4,23.0,85,6.71,40,talnakh,RU,1588875420
-12.07,134.27,72.81,92,8.59,27,maningrida,AU,1588875420
40.28,97.2,51.35,46,12.82,70,yumen,CN,1588875421
42.08,-72.03,58.87,20,5.99,28,southbridge,US,1588875421
-35.33,-72.42,68.09,36,3.94,8,constitucion,CL,1588875421
-5.36,104.97,74.98,93,0.94,90,pringsewu,ID,1588875422
29.96,122.3,65.91,96,15.26,100,shenjiamen,CN,1588875422
42.09,-76.81,57.94,25,11.41,90,elmira,US,1588875291
-6.22,149.55,77.94,87,4.99,92,kandrian,PG,1588875422
16.52,-98.75,86.68,50,10.71,66,tecoanapa,MX,1588875423
49.17,4.08,66.2,55,2.24,99,reims,FR,1588875423
29.37,-94.97,81.12,54,16.11,1,galveston,US,1588875423
9.22,122.89,81.21,78,2.75,2,manalongon,PH,1588875423
10.37,10.73,98.55,15,3.98,23,bara,NG,1588875423
-5.67,132.75,82.9,79,19.04,7,tual,ID,1588875424
4.14,96.13,78.85,89,13.31,100,meulaboh,ID,1588875424
13.59,-89.83,87.26,43,2.24,63,acajutla,SV,1588875425
43.27,-7.54,69.94,1,5.01,86,bereda,ES,1588875425
37.81,-0.84,74.14,60,16.11,100,san javier,ES,1588875425
43.3,52.8,62.13,73,4.47,71,zhanaozen,KZ,1588875425
37.35,59.61,76.57,41,12.33,5,kaka,TM,1588875425
14.4,46.47,77.77,52,7.47,92,marzuq,YE,1588875426
65.42,-52.9,38.7,72,5.44,88,maniitsoq,GL,1588875426
36.21,-115.98,76.42,8,1.01,7,pahrump,US,1588875364
-43.3,-65.1,68.95,44,5.01,35,rawson,AR,1588875426
34.77,32.42,61.97,77,2.24,20,pafos,CY,1588875138
61.58,-149.44,51.3,43,11.41,1,wasilla,US,1588875193
55.34,-131.65,51.8,57,13.87,1,ketchikan,US,1588875427
69.3,139.9,20.86,99,3.8,100,deputatskiy,RU,1588875427
34.76,138.09,57.0,82,1.99,99,kikugawa,JP,1588875427
53.88,67.42,60.31,40,7.25,0,sergeyevka,KZ,1588875428
15.74,-96.47,92.23,49,8.23,20,pochutla,MX,1588875428
-7.96,145.78,78.31,86,6.82,99,kerema,PG,1588875428
20.2,1.01,98.69,8,7.2,0,tessalit,ML,1588875428
15.12,108.8,78.6,87,5.14,74,quang ngai,VN,1588875429
21.26,-78.15,87.96,56,5.64,36,vertientes,CU,1588875429
-13.13,39.0,68.63,82,7.25,32,montepuez,MZ,1588875429
-19.55,169.27,72.91,81,10.2,66,isangel,VU,1588875429
61.99,-49.67,38.91,81,3.94,44,paamiut,GL,1588875430
63.28,118.33,27.03,89,12.73,99,nyurba,RU,1588875430
36.02,-80.38,64.56,25,6.93,1,clemmons,US,1588875422
50.05,10.23,67.66,37,1.45,1,schweinfurt,DE,1588875431
68.05,166.44,18.1,90,2.33,0,bilibino,RU,1588875431
42.61,-7.77,73.33,60,8.99,91,chantada,ES,1588875431
40.77,-72.85,61.66,23,13.87,40,mastic beach,US,1588875431
19.28,-81.25,88.11,70,8.05,20,bodden town,KY,1588875431
5.6,27.47,72.57,80,2.55,97,tambura,SS,1588875432
12.98,37.77,67.48,43,4.47,55,dabat,ET,1588875432
37.15,122.38,53.65,80,10.58,70,yatou,CN,1588875432
29.46,-95.05,81.7,37,13.87,20,dickinson,US,1588875432
-2.65,10.0,80.01,87,5.41,87,gamba,GA,1588875433
-31.39,-52.68,63.73,55,11.41,75,cangucu,BR,1588875433
5.75,38.92,60.55,96,2.1,77,shakiso,ET,1588875433
-2.97,119.9,70.2,91,2.42,100,rantepao,ID,1588875433
42.61,-83.15,62.46,33,20.8,75,troy,US,1588875434
15.13,-23.22,78.8,61,23.04,75,vila do maio,CV,1588875434
-16.7,-151.02,82.08,75,14.58,57,fare,PF,1588875434
21.12,70.12,81.32,87,8.16,0,mangrol,IN,1588875434
50.13,-101.67,45.3,51,8.99,2,moosomin,CA,1588875434
19.38,-69.85,89.6,66,4.7,75,nagua,DO,1588875435
